央视频道,#genre#
内蒙古经济生活,http://1.24.190.134:10080/hls/34/index.m3u8
内蒙古蒙语,http://1.24.190.134:10080/hls/39/index.m3u8
内蒙古蒙语II,http://1.24.190.134:10080/hls/40/index.m3u8
军事,http://123.10.78.233:808/hls/93/index.m3u8
军事,http://123.10.77.30:808/hls/93/index.m3u8
动作影院,http://221.0.78.198:1681/hls/10296/index.m3u8
包头新闻综合,http://1.24.190.134:10080/hls/26/index.m3u8
包头生活服务,http://1.24.190.134:10080/hls/27/index.m3u8
包头经济生活,http://1.24.190.134:10080/hls/28/index.m3u8
卡酷动画,http://111.61.236.247:9081/hls/65/index.m3u8
卡酷动画,http://123.10.78.233:808/hls/64/index.m3u8
卡酷动画,http://1.24.190.134:10080/hls/50/index.m3u8
卡酷少儿,http://110.241.188.74:808/hls/46/index.m3u8
卡酷少儿,http://58.17.48.228:808/hls/39/index.m3u8
嘉佳卡通,http://123.10.78.233:808/hls/66/index.m3u8
嘉佳卡通,http://123.10.77.236:808/hls/66/index.m3u8
国学,http://58.17.48.228:808/hls/30/index.m3u8
国防军事,http://111.61.236.247:9081/hls/61/index.m3u8
女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8
家庭影院,http://123.10.78.233:808/hls/99/index.m3u8
家庭影院,http://123.10.77.30:808/hls/99/index.m3u8
家庭影院,http://123.10.77.236:808/hls/99/index.m3u8
少儿动画,http://123.10.77.236:808/hls/76/index.m3u8
山东体育,http://221.0.78.198:1681/hls/10224/index.m3u8
山东公共,http://221.0.78.26:881/hls/50223/index.m3u8
山东公共,http://221.0.78.198:1681/hls/10222/index.m3u8
山东农科,http://221.0.78.198:1681/hls/10223/index.m3u8
山东农科,http://221.0.78.26:881/hls/50224/index.m3u8
山东国际,http://221.0.78.198:1681/hls/10228/index.m3u8
山东少儿,http://221.0.78.198:1681/hls/10227/index.m3u8
山东影视,http://221.0.78.198:1681/hls/10219/index.m3u8
山东教育,http://221.0.78.198:1681/hls/10221/index.m3u8
山东生活,http://221.0.78.198:1681/hls/10226/index.m3u8
山东综艺,http://221.0.78.198:1681/hls/10220/index.m3u8
山西科教,http://60.220.147.32:808/hls/18/index.m3u8
山西科教,http://60.220.147.154:808/hls/18/index.m3u8
山西科教,http://1.70.11.191:808/hls/18/index.m3u8
岭南戏曲,http://113.101.119.122:8090/hls/22/index.m3u8
岭南戏曲,http://113.101.119.122:808/hls/22/index.m3u8
岭南戏曲,http://113.101.119.26:808/hls/22/index.m3u8
岭南戏曲,http://113.101.119.26:8090/hls/22/index.m3u8
广东体育,http://113.101.119.122:808/hls/108/index.m3u8
广东体育,http://113.101.119.122:8090/hls/108/index.m3u8
广东公共,http://113.101.119.122:8090/hls/107/index.m3u8
广东公共,http://113.101.119.122:808/hls/107/index.m3u8
广东公共,http://113.101.119.26:808/hls/107/index.m3u8
广东公共,http://113.101.119.26:8090/hls/107/index.m3u8
广东少儿,http://113.101.119.122:808/hls/111/index.m3u8
广东少儿,http://113.101.119.122:8090/hls/111/index.m3u8
广东少儿,http://113.101.119.26:808/hls/111/index.m3u8
广东少儿,http://113.86.205.59:808/hls/111/index.m3u8
广东少儿,http://113.101.119.26:8090/hls/111/index.m3u8
广东影视,http://113.101.119.122:808/hls/110/index.m3u8
广东影视,http://113.101.119.122:8090/hls/110/index.m3u8
广东影视,http://113.86.205.59:808/hls/110/index.m3u8
广东新闻,http://113.101.119.122:808/hls/106/index.m3u8
广东新闻,http://113.101.119.122:8090/hls/106/index.m3u8
广东新闻,http://113.101.119.26:808/hls/106/index.m3u8
广东新闻,http://113.101.119.26:8090/hls/106/index.m3u8
广东珠江,http://113.101.119.122:808/hls/105/index.m3u8
广东珠江,http://113.101.119.122:8090/hls/105/index.m3u8
广东珠江,http://113.101.119.26:808/hls/105/index.m3u8
广东珠江,http://113.101.119.26:8090/hls/105/index.m3u8
广东经济科教,http://113.101.119.122:8090/hls/129/index.m3u8
广东经济科教,http://113.101.119.122:808/hls/129/index.m3u8
广东经济科教,http://113.101.119.26:8090/hls/129/index.m3u8
广东经济科教,http://113.101.119.26:808/hls/129/index.m3u8
廊坊公共,http://111.61.236.247:9081/hls/56/index.m3u8
廊坊新闻,http://111.61.236.247:9081/hls/55/index.m3u8
影院,http://123.10.78.233:808/hls/98/index.m3u8
影院,http://123.10.77.30:808/hls/98/index.m3u8
怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
怀旧剧场,http://110.241.188.74:808/hls/56/index.m3u8
收视指南,http://123.10.78.233:808/hls/75/index.m3u8
收视指南,http://123.10.77.236:808/hls/75/index.m3u8
收视指南,http://123.10.77.30:808/hls/75/index.m3u8
文物宝库,http://111.61.236.247:9081/hls/64/index.m3u8
新农村,http://123.10.78.233:808/hls/25/index.m3u8
早教,http://123.10.78.233:808/hls/92/index.m3u8
武术世界,http://111.61.236.247:9081/hls/60/index.m3u8
江西七套,http://58.17.48.228:808/hls/23/index.m3u8
江西二套,http://58.17.48.228:808/hls/18/index.m3u8
江西五套,http://58.17.48.228:808/hls/21/index.m3u8
江西六套,http://58.17.48.228:808/hls/22/index.m3u8
河北公共,http://111.61.236.247:9081/hls/22/index.m3u8
河北公共,http://110.241.188.74:808/hls/62/index.m3u8
河北农民,http://110.241.188.74:808/hls/63/index.m3u8
河北农民,http://111.61.236.247:9081/hls/23/index.m3u8
河北少儿,http://110.241.188.74:808/hls/61/index.m3u8
河北少儿科教,http://111.61.236.247:9081/hls/21/index.m3u8
河北影视,http://110.241.188.74:808/hls/60/index.m3u8
河北影视,http://111.61.236.247:9081/hls/20/index.m3u8
河北经济,http://110.241.188.74:808/hls/58/index.m3u8
河北经济,http://111.61.236.247:9081/hls/18/index.m3u8
河北都市,http://111.61.236.247:9081/hls/19/index.m3u8
河北都市,http://110.241.188.74:808/hls/59/index.m3u8
河南公共,http://123.10.77.236:808/hls/24/index.m3u8
河南公共,http://123.10.78.233:808/hls/24/index.m3u8
河南国际,http://123.10.78.233:808/hls/26/index.m3u8
河南国际,http://123.10.77.30:808/hls/26/index.m3u8
河南国际,http://123.10.77.236:808/hls/26/index.m3u8
河南文物宝库,http://123.10.78.233:808/hls/28/index.m3u8
河南新闻,http://182.122.72.181:8089/hls/22/index.m3u8
河南新闻,http://123.10.78.233:808/hls/22/index.m3u8
河南梨园,http://123.10.78.233:808/hls/27/index.m3u8
河南梨园,http://123.10.77.236:808/hls/27/index.m3u8
河南武术世界,http://123.10.77.236:808/hls/29/index.m3u8
河南民生,http://123.10.77.236:808/hls/19/index.m3u8
河南民生,http://123.10.78.233:808/hls/19/index.m3u8
河南法治,http://123.10.77.236:808/hls/20/index.m3u8
河南法治,http://182.122.72.181:8089/hls/20/index.m3u8
河南法治,http://123.10.78.233:808/hls/20/index.m3u8
河南电视剧,http://123.10.77.236:808/hls/21/index.m3u8
河南移动电视,http://123.10.78.233:808/hls/31/index.m3u8
河南移动电视,http://123.10.77.236:808/hls/31/index.m3u8
河南都市,http://123.10.77.236:808/hls/18/index.m3u8
河南都市,http://123.10.78.233:808/hls/18/index.m3u8
河南都市,http://123.10.77.30:808/hls/18/index.m3u8
济南商务,http://221.0.78.198:1681/hls/10284/index.m3u8
济南娱乐,http://221.0.78.198:1681/hls/10283/index.m3u8
济南教育,http://221.0.78.198:1681/hls/10286/index.m3u8
济南新闻综合,http://221.0.78.198:1681/hls/10279/index.m3u8
济南生活,http://221.0.78.198:1681/hls/10281/index.m3u8
海看少儿,http://221.0.78.198:1681/hls/10275/index.m3u8
海看热播,http://221.0.78.198:1681/hls/10278/index.m3u8
湖南公共,http://110.52.8.243:808/hls/19/index.m3u8
湖南公共,http://110.52.8.166:808/hls/19/index.m3u8
湖南公共,http://118.249.4.215:8082/hls/19/index.m3u8
湖南娱乐,http://118.249.4.215:8082/hls/20/index.m3u8
湖南电影,http://118.249.4.215:8082/hls/18/index.m3u8
湛江公共,http://113.101.119.122:8090/hls/3/index.m3u8
湛江公共,http://113.101.119.122:808/hls/3/index.m3u8
湛江公共,http://113.101.119.26:808/hls/3/index.m3u8
湛江公共,http://113.101.119.26:8090/hls/3/index.m3u8
漯河公共,http://123.10.77.236:808/hls/78/index.m3u8
漯河公共,http://123.10.77.30:808/hls/78/index.m3u8
漯河公共,http://123.10.78.233:808/hls/78/index.m3u8
漯河综合,http://123.10.78.233:808/hls/73/index.m3u8
炫动卡通,http://60.220.147.32:808/hls/32/index.m3u8
炫动卡通,http://60.220.147.154:808/hls/32/index.m3u8
炫动卡通,http://1.70.11.191:808/hls/32/index.m3u8
炫动卡通,http://58.17.48.228:808/hls/38/index.m3u8
热播剧场,http://123.10.77.236:808/hls/82/index.m3u8
爱大剧,http://123.10.78.233:808/hls/101/index.m3u8
爱大剧,http://123.10.77.236:808/hls/101/index.m3u8
监控,http://123.10.78.233:808/hls/87/index.m3u8
监控,http://123.10.77.236:808/hls/87/index.m3u8
经典电影,http://123.10.77.236:808/hls/79/index.m3u8
经典电影,http://123.10.78.233:808/hls/79/index.m3u8
英张西口,http://123.10.78.233:808/hls/102/index.m3u8
谍战剧场,http://221.0.78.198:1681/hls/10297/index.m3u8
谍战剧场,http://123.10.77.236:808/hls/80/index.m3u8
谍战剧场,http://123.10.78.233:808/hls/80/index.m3u8
都市剧场,http://58.17.48.228:808/hls/67/index.m3u8
金鹰卡通,http://123.10.77.30:808/hls/65/index.m3u8
金鹰卡通,http://60.220.147.154:808/hls/29/index.m3u8
金鹰卡通,http://60.220.147.32:808/hls/29/index.m3u8
金鹰卡通,http://1.70.11.191:808/hls/29/index.m3u8
金鹰卡通,http://123.10.78.233:808/hls/65/index.m3u8
金鹰卡通,http://58.17.48.228:808/hls/37/index.m3u8
金鹰卡通,http://221.0.78.198:1681/hls/10265/index.m3u8
金鹰卡通,http://111.61.236.247:9081/hls/66/index.m3u8
金鹰纪实,http://123.10.78.233:808/hls/72/index.m3u8
金鹰纪实,http://123.10.77.236:808/hls/72/index.m3u8
金鹰纪实,http://110.52.8.243:808/hls/20/index.m3u8
金鹰纪实,http://110.52.8.166:808/hls/20/index.m3u8
陕西农林,http://58.17.48.228:808/hls/50/index.m3u8
音乐现场,http://123.10.78.233:808/hls/85/index.m3u8
风云剧场,http://110.241.188.74:808/hls/57/index.m3u8
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
